time,SIG_CD,distance,forest,season,NUMPOINTS,x,y,year,month,total,carcasses,high,middle
2019-10-01,11110,0.5294905387914595,956.0,1,0,126.9773213,37.59491732,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11110,0.5294905387914595,956.0,1,0,126.9773213,37.59491732,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11110,0.5294905387914595,956.0,1,0,126.9773213,37.59491732,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11110,0.660010512544817,956.0,0,0,126.9773213,37.59491732,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11110,0.660010512544817,956.0,1,0,126.9773213,37.59491732,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,3,0.0,0.0,0.0,0.0
2021-04-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,4,0.0,0.0,0.0,0.0
2021-05-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,5,0.0,0.0,0.0,0.0
2021-06-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,6,0.0,0.0,0.0,0.0
2021-07-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,7,0.0,0.0,0.0,0.0
2021-08-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,8,0.0,0.0,0.0,0.0
2021-09-01,11110,0.9864131176488222,956.0,0,0,126.9773213,37.59491732,2021,9,0.0,0.0,0.0,0.0
2021-10-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,10,0.0,0.0,0.0,0.0
2021-11-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,11,0.0,0.0,0.0,0.0
2021-12-01,11110,0.9864131176488222,956.0,1,0,126.9773213,37.59491732,2021,12,0.0,0.0,0.0,0.0
2022-01-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,1,0.0,0.0,0.0,0.0
2022-02-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,2,0.0,0.0,0.0,0.0
2022-03-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,3,0.0,0.0,0.0,0.0
2022-04-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,4,0.0,0.0,0.0,0.0
2022-05-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,5,0.0,0.0,0.0,0.0
2022-06-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,6,0.0,0.0,0.0,0.0
2022-07-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,7,0.0,0.0,0.0,0.0
2022-08-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,8,0.0,0.0,0.0,0.0
2022-09-01,11110,1.4283579744131565,956.0,0,0,126.9773213,37.59491732,2022,9,0.0,0.0,0.0,0.0
2022-10-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,10,0.0,0.0,0.0,0.0
2022-11-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,11,0.0,0.0,0.0,0.0
2022-12-01,11110,1.4283579744131565,956.0,1,0,126.9773213,37.59491732,2022,12,0.0,0.0,0.0,0.0
2023-01-01,11110,1.4528314848837962,956.0,1,0,126.9773213,37.59491732,2023,1,0.0,0.0,0.0,0.0
2023-02-01,11110,1.4528314848837962,956.0,1,0,126.9773213,37.59491732,2023,2,0.0,0.0,0.0,0.0
2023-03-01,11110,1.4528314848837962,956.0,1,0,126.9773213,37.59491732,2023,3,0.0,0.0,0.0,0.0
2023-04-01,11110,1.4528314848837962,956.0,0,0,126.9773213,37.59491732,2023,4,0.0,0.0,0.0,0.0
2019-10-01,11140,0.5596112407976468,150.0,1,0,126.9959681,37.56014356,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11140,0.5596112407976468,150.0,1,0,126.9959681,37.56014356,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11140,0.5596112407976468,150.0,1,0,126.9959681,37.56014356,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11140,0.6764637779120801,150.0,0,0,126.9959681,37.56014356,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11140,0.6764637779120801,150.0,1,0,126.9959681,37.56014356,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,3,0.0,0.0,0.0,0.0
2021-04-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,4,0.0,0.0,0.0,0.0
2021-05-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,5,0.0,0.0,0.0,0.0
2021-06-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,6,0.0,0.0,0.0,0.0
2021-07-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,7,0.0,0.0,0.0,0.0
2021-08-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,8,0.0,0.0,0.0,0.0
2021-09-01,11140,0.9765369777059558,150.0,0,0,126.9959681,37.56014356,2021,9,0.0,0.0,0.0,0.0
2021-10-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,10,0.0,0.0,0.0,0.0
2021-11-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,11,0.0,0.0,0.0,0.0
2021-12-01,11140,0.9765369777059558,150.0,1,0,126.9959681,37.56014356,2021,12,0.0,0.0,0.0,0.0
2022-01-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,1,0.0,0.0,0.0,0.0
2022-02-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,2,0.0,0.0,0.0,0.0
2022-03-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,3,0.0,0.0,0.0,0.0
2022-04-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,4,0.0,0.0,0.0,0.0
2022-05-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,5,0.0,0.0,0.0,0.0
2022-06-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,6,0.0,0.0,0.0,0.0
2022-07-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,7,0.0,0.0,0.0,0.0
2022-08-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,8,0.0,0.0,0.0,0.0
2022-09-01,11140,1.4011087645243925,150.0,0,0,126.9959681,37.56014356,2022,9,0.0,0.0,0.0,0.0
2022-10-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,10,0.0,0.0,0.0,0.0
2022-11-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,11,0.0,0.0,0.0,0.0
2022-12-01,11140,1.4011087645243925,150.0,1,0,126.9959681,37.56014356,2022,12,0.0,0.0,0.0,0.0
2023-01-01,11140,1.4225363950448051,150.0,1,0,126.9959681,37.56014356,2023,1,0.0,0.0,0.0,0.0
2023-02-01,11140,1.4225363950448051,150.0,1,0,126.9959681,37.56014356,2023,2,0.0,0.0,0.0,0.0
2023-03-01,11140,1.4225363950448051,150.0,1,0,126.9959681,37.56014356,2023,3,0.0,0.0,0.0,0.0
2023-04-01,11140,1.4225363950448051,150.0,0,0,126.9959681,37.56014356,2023,4,0.0,0.0,0.0,0.0
2019-10-01,11170,0.5909464286979845,180.0,1,0,126.979907,37.53138497,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11170,0.5909464286979845,180.0,1,0,126.979907,37.53138497,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11170,0.5909464286979845,180.0,1,0,126.979907,37.53138497,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11170,0.7092049221423281,180.0,0,0,126.979907,37.53138497,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11170,0.7092049221423281,180.0,1,0,126.979907,37.53138497,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,3,0.0,0.0,0.0,0.0
2021-04-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,4,0.0,0.0,0.0,0.0
2021-05-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,5,0.0,0.0,0.0,0.0
2021-06-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,6,0.0,0.0,0.0,0.0
2021-07-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,7,0.0,0.0,0.0,0.0
2021-08-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,8,0.0,0.0,0.0,0.0
2021-09-01,11170,0.9997024075148084,180.0,0,0,126.979907,37.53138497,2021,9,0.0,0.0,0.0,0.0
2021-10-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,10,0.0,0.0,0.0,0.0
2021-11-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,11,0.0,0.0,0.0,0.0
2021-12-01,11170,0.9997024075148084,180.0,1,0,126.979907,37.53138497,2021,12,0.0,0.0,0.0,0.0
2022-01-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,1,0.0,0.0,0.0,0.0
2022-02-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,2,0.0,0.0,0.0,0.0
2022-03-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,3,0.0,0.0,0.0,0.0
2022-04-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,4,0.0,0.0,0.0,0.0
2022-05-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,5,0.0,0.0,0.0,0.0
2022-06-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,6,0.0,0.0,0.0,0.0
2022-07-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,7,0.0,0.0,0.0,0.0
2022-08-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,8,0.0,0.0,0.0,0.0
2022-09-01,11170,1.4095995271675177,180.0,0,0,126.979907,37.53138497,2022,9,0.0,0.0,0.0,0.0
2022-10-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,10,0.0,0.0,0.0,0.0
2022-11-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,11,0.0,0.0,0.0,0.0
2022-12-01,11170,1.4095995271675177,180.0,1,0,126.979907,37.53138497,2022,12,0.0,0.0,0.0,0.0
2023-01-01,11170,1.4273431393294638,180.0,1,0,126.979907,37.53138497,2023,1,0.0,0.0,0.0,0.0
2023-02-01,11170,1.4273431393294638,180.0,1,0,126.979907,37.53138497,2023,2,0.0,0.0,0.0,0.0
2023-03-01,11170,1.4273431393294638,180.0,1,0,126.979907,37.53138497,2023,3,0.0,0.0,0.0,0.0
2023-04-01,11170,1.4273431393294638,180.0,0,0,126.979907,37.53138497,2023,4,0.0,0.0,0.0,0.0
2019-10-01,11200,0.5620693087900674,55.0,1,0,127.0410585,37.55102969,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11200,0.5620693087900674,55.0,1,0,127.0410585,37.55102969,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11200,0.5620693087900674,55.0,1,0,127.0410585,37.55102969,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11200,0.6589445939407516,55.0,0,0,127.0410585,37.55102969,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11200,0.6589445939407516,55.0,1,0,127.0410585,37.55102969,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,3,0.0,0.0,0.0,0.0
2021-04-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,4,0.0,0.0,0.0,0.0
2021-05-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,5,0.0,0.0,0.0,0.0
2021-06-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,6,0.0,0.0,0.0,0.0
2021-07-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,7,0.0,0.0,0.0,0.0
2021-08-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,8,0.0,0.0,0.0,0.0
2021-09-01,11200,0.9355006370301056,55.0,0,0,127.0410585,37.55102969,2021,9,0.0,0.0,0.0,0.0
2021-10-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,10,0.0,0.0,0.0,0.0
2021-11-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,11,0.0,0.0,0.0,0.0
2021-12-01,11200,0.9355006370301056,55.0,1,0,127.0410585,37.55102969,2021,12,0.0,0.0,0.0,0.0
2022-01-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,1,0.0,0.0,0.0,0.0
2022-02-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,2,0.0,0.0,0.0,0.0
2022-03-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,3,0.0,0.0,0.0,0.0
2022-04-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,4,0.0,0.0,0.0,0.0
2022-05-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,5,0.0,0.0,0.0,0.0
2022-06-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,6,0.0,0.0,0.0,0.0
2022-07-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,7,0.0,0.0,0.0,0.0
2022-08-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,8,0.0,0.0,0.0,0.0
2022-09-01,11200,1.3551936000748066,55.0,0,0,127.0410585,37.55102969,2022,9,0.0,0.0,0.0,0.0
2022-10-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,10,0.0,0.0,0.0,0.0
2022-11-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,11,0.0,0.0,0.0,0.0
2022-12-01,11200,1.3551936000748066,55.0,1,0,127.0410585,37.55102969,2022,12,0.0,0.0,0.0,0.0
2023-01-01,11200,1.377259127573209,55.0,1,0,127.0410585,37.55102969,2023,1,0.0,0.0,0.0,0.0
2023-02-01,11200,1.377259127573209,55.0,1,0,127.0410585,37.55102969,2023,2,0.0,0.0,0.0,0.0
2023-03-01,11200,1.377259127573209,55.0,1,0,127.0410585,37.55102969,2023,3,0.0,0.0,0.0,0.0
2023-04-01,11200,1.377259127573209,55.0,0,0,127.0410585,37.55102969,2023,4,0.0,0.0,0.0,0.0
2019-10-01,11215,0.5634601305420535,295.0,1,0,127.0857441,37.54672024,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11215,0.5634601305420535,295.0,1,0,127.0857441,37.54672024,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11215,0.5634601305420535,295.0,1,0,127.0857441,37.54672024,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11215,0.6401997662530569,295.0,0,0,127.0857441,37.54672024,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11215,0.6401997662530569,295.0,1,0,127.0857441,37.54672024,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,3,0.0,0.0,0.0,0.0
2021-04-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,4,0.0,0.0,0.0,0.0
2021-05-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,5,0.0,0.0,0.0,0.0
2021-06-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,6,0.0,0.0,0.0,0.0
2021-07-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,7,0.0,0.0,0.0,0.0
2021-08-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,8,0.0,0.0,0.0,0.0
2021-09-01,11215,0.8939068042645533,295.0,0,0,127.0857441,37.54672024,2021,9,0.0,0.0,0.0,0.0
2021-10-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,10,0.0,0.0,0.0,0.0
2021-11-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,11,0.0,0.0,0.0,0.0
2021-12-01,11215,0.8939068042645533,295.0,1,0,127.0857441,37.54672024,2021,12,0.0,0.0,0.0,0.0
2022-01-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,1,0.0,0.0,0.0,0.0
2022-02-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,2,0.0,0.0,0.0,0.0
2022-03-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,3,0.0,0.0,0.0,0.0
2022-04-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,4,0.0,0.0,0.0,0.0
2022-05-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,5,0.0,0.0,0.0,0.0
2022-06-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,6,0.0,0.0,0.0,0.0
2022-07-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,7,0.0,0.0,0.0,0.0
2022-08-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,8,0.0,0.0,0.0,0.0
2022-09-01,11215,1.3109377962018076,295.0,0,0,127.0857441,37.54672024,2022,9,0.0,0.0,0.0,0.0
2022-10-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,10,0.0,0.0,0.0,0.0
2022-11-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,11,0.0,0.0,0.0,0.0
2022-12-01,11215,1.3109377962018076,295.0,1,0,127.0857441,37.54672024,2022,12,0.0,0.0,0.0,0.0
2023-01-01,11215,1.334223754964081,295.0,1,0,127.0857441,37.54672024,2023,1,0.0,0.0,0.0,0.0
2023-02-01,11215,1.334223754964081,295.0,1,0,127.0857441,37.54672024,2023,2,0.0,0.0,0.0,0.0
2023-03-01,11215,1.334223754964081,295.0,1,0,127.0857441,37.54672024,2023,3,0.0,0.0,0.0,0.0
2023-04-01,11215,1.334223754964081,295.0,0,0,127.0857441,37.54672024,2023,4,0.0,0.0,0.0,0.0
2019-10-01,11230,0.5299703568705615,120.0,1,0,127.0548481,37.58195655,2019,10,0.0,0.0,0.0,0.0
2019-11-01,11230,0.5299703568705615,120.0,1,0,127.0548481,37.58195655,2019,11,0.0,0.0,0.0,0.0
2019-12-01,11230,0.5299703568705615,120.0,1,0,127.0548481,37.58195655,2019,12,0.0,0.0,0.0,0.0
2020-01-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,1,0.0,0.0,0.0,0.0
2020-02-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,2,0.0,0.0,0.0,0.0
2020-03-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,3,0.0,0.0,0.0,0.0
2020-04-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,4,0.0,0.0,0.0,0.0
2020-05-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,5,0.0,0.0,0.0,0.0
2020-06-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,6,0.0,0.0,0.0,0.0
2020-07-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,7,0.0,0.0,0.0,0.0
2020-08-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,8,0.0,0.0,0.0,0.0
2020-09-01,11230,0.6254252002929771,120.0,0,0,127.0548481,37.58195655,2020,9,0.0,0.0,0.0,0.0
2020-10-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,10,0.0,0.0,0.0,0.0
2020-11-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,11,0.0,0.0,0.0,0.0
2020-12-01,11230,0.6254252002929771,120.0,1,0,127.0548481,37.58195655,2020,12,0.0,0.0,0.0,0.0
2021-01-01,11230,0.9140556335155466,120.0,1,0,127.0548481,37.58195655,2021,1,0.0,0.0,0.0,0.0
2021-02-01,11230,0.9140556335155466,120.0,1,0,127.0548481,37.58195655,2021,2,0.0,0.0,0.0,0.0
2021-03-01,11230,0.9140556335155466,120.0,1,0,127.0548481,37.58195655,2021,3,0.0,0.0,0.0,0.0
